"RelPath","FullName","Extension","SizeBytes","LastWriteTime","TopLevel","SHA256"
"KO7_ANALYSIS_INDEX copy.md","KO7_ANALYSIS_INDEX copy.md",".md","3220","10/23/2025 03:13:01","KO7_ANALYSIS_INDEX copy.md","49DF9ECF34098622FEED3B05B9B058C1FC9619E649115232A28E6B6EE6CD46D1"
"KO7_ANALYSIS_INDEX.md","KO7_ANALYSIS_INDEX.md",".md","3220","10/23/2025 03:13:01","KO7_ANALYSIS_INDEX.md","49DF9ECF34098622FEED3B05B9B058C1FC9619E649115232A28E6B6EE6CD46D1"
"KO7_Math.md","KO7_Math.md",".md","2811","08/18/2025 01:27:54","KO7_Math.md","5E7C4D93F23DF9227C93312F936294CD8FCD8193033F6CD26946DC4542FC7B9A"
"ko7_snippets.txt","ko7_snippets.txt",".txt","68226","12/10/2025 10:16:56","ko7_snippets.txt","22944CC09973602B0492A1163F53C7A9EC77386C10837AEAF57CE0E34068BCFA"
"LAKE_BUILD_OPTIMIZATION.md","LAKE_BUILD_OPTIMIZATION.md",".md","1497","08/18/2025 01:27:54","LAKE_BUILD_OPTIMIZATION.md","7EB30360BAEDF7E6C14F3AEF08B1C38185715DFE20A0B320915EB8BB735208EC"
"Latest Updates copy.pdf","Latest Updates copy.pdf",".pdf","344506","07/25/2025 23:47:19","Latest Updates copy.pdf","AE72DD15A3F6B8B994499C1C0266BDE9E9838020EC15A331DF22E10926FF1500"
"Latest Updates.pdf","Latest Updates.pdf",".pdf","344506","07/25/2025 23:47:19","Latest Updates.pdf","AE72DD15A3F6B8B994499C1C0266BDE9E9838020EC15A331DF22E10926FF1500"
"LEAN_VULNERABILITY_ANALYSIS copy.md","LEAN_VULNERABILITY_ANALYSIS copy.md",".md","7814","10/23/2025 02:58:35","LEAN_VULNERABILITY_ANALYSIS copy.md","0214C65D0041E4B4B79FF438B9D0A3D6F9D7612A51736661CEB3EADEB6210CD0"
"LEAN_VULNERABILITY_ANALYSIS.md","LEAN_VULNERABILITY_ANALYSIS.md",".md","7814","10/23/2025 03:12:12","LEAN_VULNERABILITY_ANALYSIS.md","0214C65D0041E4B4B79FF438B9D0A3D6F9D7612A51736661CEB3EADEB6210CD0"
"Legacy_Evidence_Manifest.md","Legacy_Evidence_Manifest.md",".md","4665","10/27/2025 21:25:58","Legacy_Evidence_Manifest.md","2833319A7BC6BED529E7E65B86EE3AA67411639B264F0982950B8318722BD933"
"llm_flaw copy 2.JPG","llm_flaw copy 2.JPG",".JPG","167122","08/18/2025 07:39:47","llm_flaw copy 2.JPG","F8294A1D641E9532685E9E50BB1A1348E378A8A8CAAFB374CBA1ABDC64A6DA9D"
"llm_flaw copy 3.JPG","llm_flaw copy 3.JPG",".JPG","167122","08/18/2025 07:39:47","llm_flaw copy 3.JPG","F8294A1D641E9532685E9E50BB1A1348E378A8A8CAAFB374CBA1ABDC64A6DA9D"
"llm_flaw copy.JPG","llm_flaw copy.JPG",".JPG","167122","08/18/2025 07:39:47","llm_flaw copy.JPG","F8294A1D641E9532685E9E50BB1A1348E378A8A8CAAFB374CBA1ABDC64A6DA9D"
"llm_flaw_2 copy 2.JPG","llm_flaw_2 copy 2.JPG",".JPG","184648","08/18/2025 07:39:47","llm_flaw_2 copy 2.JPG","0FEFE3A9F68467398D6E364EC19F5A1D8E62EF7FF058D4C9E479CE6E6E839E48"
"llm_flaw_2 copy.JPG","llm_flaw_2 copy.JPG",".JPG","184648","08/18/2025 07:39:47","llm_flaw_2 copy.JPG","0FEFE3A9F68467398D6E364EC19F5A1D8E62EF7FF058D4C9E479CE6E6E839E48"
"llm_flaw_2.JPG","llm_flaw_2.JPG",".JPG","184648","08/18/2025 07:39:47","llm_flaw_2.JPG","0FEFE3A9F68467398D6E364EC19F5A1D8E62EF7FF058D4C9E479CE6E6E839E48"
"llm_flaw.JPG","llm_flaw.JPG",".JPG","167122","08/18/2025 07:39:47","llm_flaw.JPG","F8294A1D641E9532685E9E50BB1A1348E378A8A8CAAFB374CBA1ABDC64A6DA9D"
"llm-flaws copy 2.txt","llm-flaws copy 2.txt",".txt","16138","10/20/2025 20:28:54","llm-flaws copy 2.txt","696667E8BAE678799E1DB61710D4B96B72CEFF2E00F4C82F75A1EB556FBF1DAE"
"llm-flaws copy.txt","llm-flaws copy.txt",".txt","16138","10/20/2025 20:28:54","llm-flaws copy.txt","696667E8BAE678799E1DB61710D4B96B72CEFF2E00F4C82F75A1EB556FBF1DAE"
"llm-flaws.txt","llm-flaws.txt",".txt","16138","10/20/2025 20:28:54","llm-flaws.txt","696667E8BAE678799E1DB61710D4B96B72CEFF2E00F4C82F75A1EB556FBF1DAE"
"llm-research.md","llm-research.md",".md","65658","10/22/2025 12:32:26","llm-research.md","F0D02DEDE18C592C2837061F445AF9F63623641BB3787B089821E401D4622B3C"
"MASTER CONSOLIDATION DOSSIER (2).html copy.pdf","MASTER CONSOLIDATION DOSSIER (2).html copy.pdf",".pdf","1247614","08/11/2025 10:25:56","MASTER CONSOLIDATION DOSSIER (2).html copy.pdf","CA61F430DB5FFBB4A9550809532C36BF753D996746DC519E4F137369AD0CAC82"
"MASTER CONSOLIDATION DOSSIER (2).html.pdf","MASTER CONSOLIDATION DOSSIER (2).html.pdf",".pdf","1247614","08/11/2025 10:25:56","MASTER CONSOLIDATION DOSSIER (2).html.pdf","CA61F430DB5FFBB4A9550809532C36BF753D996746DC519E4F137369AD0CAC82"
"math_docs copy 2.md","math_docs copy 2.md",".md","16190","08/18/2025 01:27:54","math_docs copy 2.md","699B5EC35C5701875F3AA2B1607A63EAF302CFB5C829983EF52D02DFCDDB48BE"
"math_docs copy.md","math_docs copy.md",".md","16190","08/18/2025 01:27:54","math_docs copy.md","699B5EC35C5701875F3AA2B1607A63EAF302CFB5C829983EF52D02DFCDDB48BE"
"Measurement_Boundary_Theory_Final copy.md","Measurement_Boundary_Theory_Final copy.md",".md","10950","11/21/2025 12:46:29","Measurement_Boundary_Theory_Final copy.md","68E4A1B77DB90FBE262272B977A5ED4F474F9E4FBB8879D46AD7DB0DE267D464"
"Measurement_Boundary_Theory_Final.md","Measurement_Boundary_Theory_Final.md",".md","10950","11/21/2025 12:46:29","Measurement_Boundary_Theory_Final.md","68E4A1B77DB90FBE262272B977A5ED4F474F9E4FBB8879D46AD7DB0DE267D464"
"Meta_CodeBundle_Latest_Codes.md","Meta_CodeBundle_Latest_Codes.md",".md","15333","08/18/2025 01:27:55","Meta_CodeBundle_Latest_Codes.md","2C2E20B1E254BA4D3B88EC0159F69E65BD828403C982433ABB70DE8F99CC908A"
"Meta_CodeBundle_Other_Methods.md","Meta_CodeBundle_Other_Methods.md",".md","47500","08/18/2025 01:27:55","Meta_CodeBundle_Other_Methods.md","DDF13190D1D76F738D3EB1663D7F27FD0982AC8B23A6F2037F6E70E727CC48BD"
"Meta_CodeBundle_Primary.md","Meta_CodeBundle_Primary.md",".md","185315","08/18/2025 01:27:55","Meta_CodeBundle_Primary.md","3060CCD243DF199BFFB1607C9349C61B03CB54E178DAEFC4D54A89B8A5277990"
"Meta_Directory_Analysis.md","Meta_Directory_Analysis.md",".md","39346","10/27/2025 23:59:03","Meta_Directory_Analysis.md","93F5712FE4504430894546467F79669F7173BDE3A1D69E27C52A45160B30065C"
"MuCore_Diag_Reports copy 2.md","MuCore_Diag_Reports copy 2.md",".md","15823","08/18/2025 01:27:54","MuCore_Diag_Reports copy 2.md","23C93BAEC754BD36857AE0E5FB64D8163ACD13BF963E83448F00E90AEF85AEC8"
"MuCore_Diag_Reports copy.md","MuCore_Diag_Reports copy.md",".md","15823","08/18/2025 01:27:54","MuCore_Diag_Reports copy.md","23C93BAEC754BD36857AE0E5FB64D8163ACD13BF963E83448F00E90AEF85AEC8"
"o3_fails_consolidated copy.md","o3_fails_consolidated copy.md",".md","4677","08/18/2025 07:39:47","o3_fails_consolidated copy.md","E91EFEC7034E13A78359B57AFD08F8BBC9C2E8EF8491C121A46B511EFD8B7FAA"
"o3_fails_consolidated.md","o3_fails_consolidated.md",".md","4677","08/18/2025 07:39:47","o3_fails_consolidated.md","E91EFEC7034E13A78359B57AFD08F8BBC9C2E8EF8491C121A46B511EFD8B7FAA"
"O3_Moment.txt","O3_Moment.txt",".txt","16128","10/14/2025 15:19:53","O3_Moment.txt","F0577D4BEA2D30B4296065A907AD174DAC8237079AA4DF343547287F2688CDE7"
"O3_PRO_1 copy.pdf","O3_PRO_1 copy.pdf",".pdf","399942","07/25/2025 18:13:22","O3_PRO_1 copy.pdf","135C2E543ABE99CF6C881002C2F920EEA1BC47F7E34F05F45D09EDE9F44145AB"
"O3_PRO_1.pdf","O3_PRO_1.pdf",".pdf","399942","07/25/2025 18:13:22","O3_PRO_1.pdf","135C2E543ABE99CF6C881002C2F920EEA1BC47F7E34F05F45D09EDE9F44145AB"
"O3_PRO_2 copy.pdf","O3_PRO_2 copy.pdf",".pdf","339340","07/25/2025 18:13:22","O3_PRO_2 copy.pdf","B26B8A0C3FB5C92F0589CB21754321D68571B8874892754F639B13A33E751A02"
"O3_PRO_2.pdf","O3_PRO_2.pdf",".pdf","339340","07/25/2025 18:13:22","O3_PRO_2.pdf","B26B8A0C3FB5C92F0589CB21754321D68571B8874892754F639B13A33E751A02"
"O3_Pro_Reversal_Analysis copy 2.md","O3_Pro_Reversal_Analysis copy 2.md",".md","4587","10/29/2025 22:02:05","O3_Pro_Reversal_Analysis copy 2.md","3C8AFE2A8BBA72572F0EFD5A4C9010705ED3392C8F7800DC902516896D055EC4"
"O3_Pro_Reversal_Analysis copy 3.md","O3_Pro_Reversal_Analysis copy 3.md",".md","4587","10/29/2025 22:02:05","O3_Pro_Reversal_Analysis copy 3.md","3C8AFE2A8BBA72572F0EFD5A4C9010705ED3392C8F7800DC902516896D055EC4"
"O3_Pro_Reversal_Analysis copy.md","O3_Pro_Reversal_Analysis copy.md",".md","4587","10/29/2025 22:02:05","O3_Pro_Reversal_Analysis copy.md","3C8AFE2A8BBA72572F0EFD5A4C9010705ED3392C8F7800DC902516896D055EC4"
"O3_Pro_Reversal_Analysis.md","O3_Pro_Reversal_Analysis.md",".md","4587","10/29/2025 22:02:05","O3_Pro_Reversal_Analysis.md","3C8AFE2A8BBA72572F0EFD5A4C9010705ED3392C8F7800DC902516896D055EC4"
"O3_supplement copy.pdf","O3_supplement copy.pdf",".pdf","321612","07/25/2025 18:13:22","O3_supplement copy.pdf","C358CB5DFA1FFDDCD2D9479B34570B7D9EF9BA8927A86EB21E57EA9839198F0A"
"O3_supplement.pdf","O3_supplement.pdf",".pdf","321612","07/25/2025 18:13:22","O3_supplement.pdf","C358CB5DFA1FFDDCD2D9479B34570B7D9EF9BA8927A86EB21E57EA9839198F0A"
"o3-assessment copy.pdf","o3-assessment copy.pdf",".pdf","193850","07/21/2025 02:02:07","o3-assessment copy.pdf","BF6BC00EE9E17AE1D8984977BB9BCCDB713D01F9F821F30304446F861D976987"
"o3-assessment.pdf","o3-assessment.pdf",".pdf","193850","07/21/2025 02:02:07","o3-assessment.pdf","BF6BC00EE9E17AE1D8984977BB9BCCDB713D01F9F821F30304446F861D976987"
"O3-Moment copy 2.md","O3-Moment copy 2.md",".md","7889","12/08/2025 04:03:26","O3-Moment copy 2.md","85126A2ACE357442EE659A10B6874F194BC9371D0337D0F07BDA0C786EDF62C3"
"O3-Moment copy.md","O3-Moment copy.md",".md","7889","12/08/2025 04:03:26","O3-Moment copy.md","85126A2ACE357442EE659A10B6874F194BC9371D0337D0F07BDA0C786EDF62C3"
"O3-Moment.md","O3-Moment.md",".md","9574","10/23/2025 06:08:52","O3-Moment.md","4A9A843A48D34A49A45FF45A076074D19EBB872B744A16CF3C86DFE76CCDBA4C"
"O3-Pro-Jul-22-Formatted.md","O3-Pro-Jul-22-Formatted.md",".md","7679","10/28/2025 22:53:30","O3-Pro-Jul-22-Formatted.md","3DDC8EC82C824A322B8A97FF8D47DF60475408837D25692AE9F9992A1831E9BC"
"O3-Pro-Jul-22.md","O3-Pro-Jul-22.md",".md","115519","08/18/2025 01:27:54","O3-Pro-Jul-22.md","484C8A2047992785C1CC5239A0A88568896AB18F30238C3713C654B13DCE0270"
"o4_support.docx","o4_support.docx",".docx","169830","08/18/2025 07:39:47","o4_support.docx","6F9B872A650E02F578012A59F1131A545CB9779AFB5E3E042A553A50413DA7C9"
"OBJECTIVE_ANALYSIS_GUIDE copy.md","OBJECTIVE_ANALYSIS_GUIDE copy.md",".md","4677","10/23/2025 03:25:00","OBJECTIVE_ANALYSIS_GUIDE copy.md","093992C5248ABE68AECB9089741AE3AAF846BA9AFC4BCC4AF8DB6970F2DB2605"
"OBJECTIVE_ANALYSIS_GUIDE.md","OBJECTIVE_ANALYSIS_GUIDE.md",".md","4677","10/23/2025 03:25:00","OBJECTIVE_ANALYSIS_GUIDE.md","093992C5248ABE68AECB9089741AE3AAF846BA9AFC4BCC4AF8DB6970F2DB2605"
"Operational_Completeness.md","Operational_Completeness.md",".md","39084","11/01/2025 03:32:01","Operational_Completeness.md","79F33E0515E3D382F001E96E8E54B3B049A5FA322DEF5184F3188AEA8B4B8179"
"Operational_Incompleteness_Roadmap copy.md","Operational_Incompleteness_Roadmap copy.md",".md","2491","08/18/2025 19:40:34","Operational_Incompleteness_Roadmap copy.md","724BB3E79400B4512EBEF0AF2D5133E98AA99DEEA70B0B4354CACAD863B3DEFC"
"Operational_Incompleteness_Roadmap.md","Operational_Incompleteness_Roadmap.md",".md","329","08/18/2025 21:03:25","Operational_Incompleteness_Roadmap.md","B87767D04079159DB8751BD80CBC95EC30A68855A65FF8912C77722C799D362A"
"Operator Centric Foundations of Godelian Incompleteness.md","Operator Centric Foundations of Godelian Incompleteness.md",".md","14182","08/18/2025 01:27:54","Operator Centric Foundations of Godelian Incompleteness.md","C852ED460064B511D6461A7CBE1B8F2D3DC083A51BEC9F71400543675893C236"
"Operator Proceduralism Draft Paper (3) copy.pdf","Operator Proceduralism Draft Paper (3) copy.pdf",".pdf","122711","08/11/2025 06:22:12","Operator Proceduralism Draft Paper (3) copy.pdf","73545EC9DF1FB5F8CED61A3599118BAB951D44F85E339D1AB04342E44C1A84DF"
"Operator Proceduralism Draft Paper (3).pdf","Operator Proceduralism Draft Paper (3).pdf",".pdf","122711","08/11/2025 06:22:12","Operator Proceduralism Draft Paper (3).pdf","73545EC9DF1FB5F8CED61A3599118BAB951D44F85E339D1AB04342E44C1A84DF"
"Operator Trace Calculus copy.pdf","Operator Trace Calculus copy.pdf",".pdf","245120","07/18/2025 00:01:09","Operator Trace Calculus copy.pdf","26E5504206CBC2824302BF717705418EBD048B56E5DDF93ABF888CEF5BC1E145"
"Operator Trace Calculus.pdf","Operator Trace Calculus.pdf",".pdf","245120","07/18/2025 00:01:09","Operator Trace Calculus.pdf","26E5504206CBC2824302BF717705418EBD048B56E5DDF93ABF888CEF5BC1E145"
"Operator_Proceduralism_Draft_Paper_(3).md","Operator_Proceduralism_Draft_Paper_(3).md",".md","35313","11/02/2025 08:45:32","Operator_Proceduralism_Draft_Paper_(3).md","ACB8AC81FD794E2F5D673030AACEC69B1BDF0E2AC6F2B535870F5860BDC2BB8A"
"OperatorKernelO6_Paper_Guide copy 2.md","OperatorKernelO6_Paper_Guide copy 2.md",".md","3670","08/18/2025 19:40:34","OperatorKernelO6_Paper_Guide copy 2.md","F6BAE586492FFB72D0BE8853571EB63332632C8407DAD74C05A7438FB9341F6F"
"OperatorKernelO6_Paper_Guide copy.md","OperatorKernelO6_Paper_Guide copy.md",".md","3670","08/18/2025 19:40:34","OperatorKernelO6_Paper_Guide copy.md","F6BAE586492FFB72D0BE8853571EB63332632C8407DAD74C05A7438FB9341F6F"
"OperatorKernelO6_Paper_Guide.md","OperatorKernelO6_Paper_Guide.md",".md","173","08/18/2025 21:03:25","OperatorKernelO6_Paper_Guide.md","FF6E02ABE8C9A8E47CACF99B03D03CF1ECBB3E835055174F047D185A551EEEFA"
"OperatorKernelO6_Project_Bible.md","OperatorKernelO6_Project_Bible.md",".md","30593","08/18/2025 01:27:54","OperatorKernelO6_Project_Bible.md","83D86BB88D36BA67101E6ED2967BF47DAEAB2159E6F609B422FA5B71ADB97B47"
"opus_fails_consolidated copy.md","opus_fails_consolidated copy.md",".md","7487","08/18/2025 07:39:47","opus_fails_consolidated copy.md","38C92F6C16F10FE47E8D6B36CC302D91159C1EB8FE9FC63DD28F02C3E0B54BBB"
"opus_fails_consolidated.md","opus_fails_consolidated.md",".md","7487","08/18/2025 07:39:47","opus_fails_consolidated.md","38C92F6C16F10FE47E8D6B36CC302D91159C1EB8FE9FC63DD28F02C3E0B54BBB"
"ordinal-toolkit.md","ordinal-toolkit.md",".md","14487","08/18/2025 01:27:54","ordinal-toolkit.md","2B2DAA1E88DAA6750B39586236124DE6ACF7056085961F54622D53854F10E896"
"OTC Hand‑Off Blueprint copy.pdf","OTC Hand‑Off Blueprint copy.pdf",".pdf","633808","08/11/2025 06:22:12","OTC Hand‑Off Blueprint copy.pdf","E62C408F1D36AAF23D31E0BA54541C5F775525D15556FB58958AEE4361CA01EC"
"OTC Hand‑Off Blueprint.pdf","OTC Hand‑Off Blueprint.pdf",".pdf","633808","08/11/2025 06:22:12","OTC Hand‑Off Blueprint.pdf","E62C408F1D36AAF23D31E0BA54541C5F775525D15556FB58958AEE4361CA01EC"
"OTC_Draft copy.pdf","OTC_Draft copy.pdf",".pdf","343792","08/11/2025 06:22:12","OTC_Draft copy.pdf","20F6C617BC6348058EE12422925953DC80B239F7C53C0235795F2738279AA220"
"OTC_Draft.md","OTC_Draft.md",".md","36658","11/02/2025 08:45:32","OTC_Draft.md","B14B1B9B326F1D8FD904FE937A867E03019815016EB7299DD2C626611ACD3FC4"
"OTC_Draft.pdf","OTC_Draft.pdf",".pdf","343792","08/11/2025 06:22:12","OTC_Draft.pdf","20F6C617BC6348058EE12422925953DC80B239F7C53C0235795F2738279AA220"
"OTC_Hand_Off_Blueprint.md","OTC_Hand_Off_Blueprint.md",".md","92395","11/02/2025 08:45:32","OTC_Hand_Off_Blueprint.md","ADA8D7273DCA8E73638EFE69048CF13E3A86BD60E1EE607F0BE961AEBF1BD88D"
"paper_code_xref copy.md","paper_code_xref copy.md",".md","1788","08/18/2025 19:40:34","paper_code_xref copy.md","5A679C49AF695DB73ABC33672AE5B790346B2863A6CB58FED2F70912379506A8"
"paper_code_xref.md","paper_code_xref.md",".md","110","08/18/2025 19:40:34","paper_code_xref.md","3715693E50C4B40B4F37014F0D0200D268DD614F58DD7349AF27B3BFAB250856"
"Perplexity_Math_Chats copy.docx","Perplexity_Math_Chats copy.docx",".docx","80566","11/16/2025 22:35:54","Perplexity_Math_Chats copy.docx","8F9A3F738112C6C2E91AF428434B788AB49961FA8C5AF5518469D5D1DB81BD0D"
"Perplexity_Math_Chats.docx","Perplexity_Math_Chats.docx",".docx","80566","11/16/2025 22:35:54","Perplexity_Math_Chats.docx","8F9A3F738112C6C2E91AF428434B788AB49961FA8C5AF5518469D5D1DB81BD0D"
"PredictionRoadmap.md","PredictionRoadmap.md",".md","3930","09/01/2025 20:15:39","PredictionRoadmap.md","A09CA7BE586F398B22B22983C271EA7CA8743525BD388B1F2471E2E54865F48C"
"problems.md","problems.md",".md","15311","08/19/2025 07:17:13","problems.md","B4FB3EF3D434E00A11F186F154548B71C28E4B66FC613A524088DCEDE089DC38"
"PROGRESS_AND_FINDINGS copy.md","PROGRESS_AND_FINDINGS copy.md",".md","4510","10/23/2025 02:53:05","PROGRESS_AND_FINDINGS copy.md","5DC533959FF7E30B085EA49AB4A012F9D10B62EFEF5B3AA3B8CC9D6C43AC590B"
"PROGRESS_AND_FINDINGS.md","PROGRESS_AND_FINDINGS.md",".md","4510","10/23/2025 02:53:05","PROGRESS_AND_FINDINGS.md","5DC533959FF7E30B085EA49AB4A012F9D10B62EFEF5B3AA3B8CC9D6C43AC590B"
"PROJECT_LOG copy 2.md","PROJECT_LOG copy 2.md",".md","23805","08/18/2025 07:39:47","PROJECT_LOG copy 2.md","1D845A1E7188C4313DE16A69ABCCC5F7A17CD22D6D9BCABEB13BAD190E2A2854"
"PROJECT_LOG copy.md","PROJECT_LOG copy.md",".md","147624","10/21/2025 08:33:10","PROJECT_LOG copy.md","12834C613AB5C726D40A38AED6729FECB6914A50F94DE2958BAB46D8E8F5CBAB"
"PROJECT_LOG.md","PROJECT_LOG.md",".md","147624","10/21/2025 08:33:10","PROJECT_LOG.md","12834C613AB5C726D40A38AED6729FECB6914A50F94DE2958BAB46D8E8F5CBAB"
"Rahnama_KO7_margin_notes.md","Rahnama_KO7_margin_notes.md",".md","2202","12/16/2025 16:53:10","Rahnama_KO7_margin_notes.md","645E5634F9BE6B1DDA293C66A413E40A1EDD4CA18A5930B4EB9A553BB60911EC"
"Rahnama_KO7_tables_revised.md","Rahnama_KO7_tables_revised.md",".md","2239","12/16/2025 16:53:11","Rahnama_KO7_tables_revised.md","E8E2E171A5DA4ECC05E3010428EBE63967F592F0F72B9D0A9751B3A950561F44"
"rec_succ_Differential_Diagnostic copy 2.md","rec_succ_Differential_Diagnostic copy 2.md",".md","18122","12/16/2025 16:45:13","rec_succ_Differential_Diagnostic copy 2.md","8668955327993A9E1F081DFA1321D99611FFC33EED508677C9EE1D352DEEF65E"
"rec_succ_Differential_Diagnostic copy.md","rec_succ_Differential_Diagnostic copy.md",".md","18122","12/16/2025 16:45:13","rec_succ_Differential_Diagnostic copy.md","8668955327993A9E1F081DFA1321D99611FFC33EED508677C9EE1D352DEEF65E"
"rec_succ_Differential_Diagnostic.md","rec_succ_Differential_Diagnostic.md",".md","18122","12/16/2025 16:45:13","rec_succ_Differential_Diagnostic.md","8668955327993A9E1F081DFA1321D99611FFC33EED508677C9EE1D352DEEF65E"
"rec_succ_Differential_Diagnostic.pdf","rec_succ_Differential_Diagnostic.pdf",".pdf","150702","12/09/2025 23:01:59","rec_succ_Differential_Diagnostic.pdf","751FB644682EAE1CF741DC7425B5BBDBD87627BB70DF089C50E78B03D6BF3743"
"Relational_Order_and_NonTermination copy.md","Relational_Order_and_NonTermination copy.md",".md","5342","11/26/2025 02:23:57","Relational_Order_and_NonTermination copy.md","7C992EE27521788E7A8BA817E71452A2FD773A7E7A9E6E65E09106E5BB6C2061"
"Relational_Order_and_NonTermination.md","Relational_Order_and_NonTermination.md",".md","5342","11/26/2025 02:23:57","Relational_Order_and_NonTermination.md","7C992EE27521788E7A8BA817E71452A2FD773A7E7A9E6E65E09106E5BB6C2061"
"research copy.md","research copy.md",".md","111936","08/19/2025 04:16:43","research copy.md","C5B32A19D8B17C9EA4F89E7DDA9A03DB1DBEC8E23A56B0B5D197BDB852CF8250"
"Research.md","Research.md",".md","111936","08/19/2025 04:16:43","Research.md","C5B32A19D8B17C9EA4F89E7DDA9A03DB1DBEC8E23A56B0B5D197BDB852CF8250"
"roo_task_jan-20-2026_2-25-20-pm.md","roo_task_jan-20-2026_2-25-20-pm.md",".md","14084","01/20/2026 14:41:57","roo_task_jan-20-2026_2-25-20-pm.md","70F1A0732221BF2874552B08C946141A24705B5DD8571D1EDE76023CF96B7783"
"Session5__identifiers_skim.csv","Session5__identifiers_skim.csv",".csv","9702","08/19/2025 17:31:20","Session5__identifiers_skim.csv","F8E6F4F8B8E79B4778B57978BE15F80866C7F46D2D5F0B2D56D6D51FC2C43E0A"
"SETUP_COMPLETE.md","SETUP_COMPLETE.md",".md","1603","08/18/2025 01:27:54","SETUP_COMPLETE.md","B1EAC32F8CBF8DEFAC0B87A26E079840C246CC0E535CB562CE4E4404024E8B19"
"solutions copy.md","solutions copy.md",".md","9084","08/19/2025 07:20:28","solutions copy.md","284269827211DFCAA44A75B4B83CEA6AA1BEA57ECAD98DDD90356BBB3519A753"
"Solutions copy.pdf","Solutions copy.pdf",".pdf","403786","08/11/2025 06:22:12","Solutions copy.pdf","9D7EC2017AC4FC13AB9B96AD5380BA8E3E131C961F2C79C1C050D5555DA2BD2C"
"Solutions.md","Solutions.md",".md","25978","11/02/2025 08:45:32","Solutions.md","E0D9309F765ED2B472EAA022E122CDCB484792575E240318941339D1B62FEC9C"
"Solutions.pdf","Solutions.pdf",".pdf","403786","08/11/2025 06:22:12","Solutions.pdf","9D7EC2017AC4FC13AB9B96AD5380BA8E3E131C961F2C79C1C050D5555DA2BD2C"
"system_notes.md","system_notes.md",".md","47684","08/18/2025 01:27:54","system_notes.md","F294A9C96340C6F863BE938497167DF8E3A98A4567E92FD14368034DE04A0905"
"target_theorem.md","target_theorem.md",".md","1844","08/18/2025 01:27:54","target_theorem.md","AFA8498CD2EDBB990D9FDC2AD18014CEAC6D2AC637F4677A0291A4660710765E"
"temp_copilot_fix.md","temp_copilot_fix.md",".md","2831","08/18/2025 01:27:54","temp_copilot_fix.md","1E64C165C5ECBEC4205280ECC28CD584F1449A718473F15269B1EC232FD54790"
"Termination_Companion.md","Termination_Companion.md",".md","24723","08/18/2025 01:27:54","Termination_Companion.md","CE216997787C2E1DCC6FF046DD6416463CD7E457FC286CE273DFD72FFCD6B435"
"Termination_Consolidation copy.md","Termination_Consolidation copy.md",".md","31738","08/18/2025 01:27:55","Termination_Consolidation copy.md","15824373109967EB51744533C3EA7DFBA05ACD1E2A2D4228586C3ADA0C2DA721"
"Termination_Consolidation.md","Termination_Consolidation.md",".md","3351","08/18/2025 01:27:54","Termination_Consolidation.md","8E8751F4882ADCF978CDF86ACFDBA7265E831CD00EAE24F191198D5761348579"
"Termination_Documentation.md","Termination_Documentation.md",".md","53260","08/18/2025 01:27:54","Termination_Documentation.md","4F956FA79449EF526223FAB7CF999DC92E916D527B622F9910BEF5E80372D1EC"
"TERMINATION_EXPLAINED_SIMPLY copy 2.md","TERMINATION_EXPLAINED_SIMPLY copy 2.md",".md","6813","10/23/2025 06:48:28","TERMINATION_EXPLAINED_SIMPLY copy 2.md","9048E42A8C4039CFAF9AF13A45EC01A8F15BC36F1E76DDECB31CD622176DFF3F"
"TERMINATION_EXPLAINED_SIMPLY copy.md","TERMINATION_EXPLAINED_SIMPLY copy.md",".md","6813","10/23/2025 06:48:28","TERMINATION_EXPLAINED_SIMPLY copy.md","9048E42A8C4039CFAF9AF13A45EC01A8F15BC36F1E76DDECB31CD622176DFF3F"
"TERMINATION_EXPLAINED_SIMPLY.md","TERMINATION_EXPLAINED_SIMPLY.md",".md","6813","10/23/2025 06:48:28","TERMINATION_EXPLAINED_SIMPLY.md","9048E42A8C4039CFAF9AF13A45EC01A8F15BC36F1E76DDECB31CD622176DFF3F"
"Termination_Plan.md","Termination_Plan.md",".md","9296","08/18/2025 01:27:54","Termination_Plan.md","B8BFB62F6D17B9B2E2CE0D1894D01A7C6BF4237994FB85EC746AD2A30813C5E2"
"termination_proof.lean","termination_proof.lean",".lean","6177","10/24/2025 00:25:54","termination_proof.lean","ADB5D47E5ECC28DA8C5D506FA14A246D85BD90F3F949D331CCEBDCC2D4324E58"
"The_Exact_Failure_Moment copy.md","The_Exact_Failure_Moment copy.md",".md","5946","11/18/2025 16:51:03","The_Exact_Failure_Moment copy.md","8C9C56F7407292960F7029DED05653922AA2CE88DE70839E7F5BBEC756296156"
"The_Exact_Failure_Moment.md","The_Exact_Failure_Moment.md",".md","5946","11/18/2025 16:51:03","The_Exact_Failure_Moment.md","8C9C56F7407292960F7029DED05653922AA2CE88DE70839E7F5BBEC756296156"
"The_Ultimate_Failure.md","The_Ultimate_Failure.md",".md","1681","11/20/2025 06:14:49","The_Ultimate_Failure.md","73385DE2E6547B9C7FE0B8200EEF6C3A18663DEC250DBED597AFB339725D266E"
"Universal_Rules.md","Universal_Rules.md",".md","11182","08/18/2025 01:27:55","Universal_Rules.md","80A2A540F4241D3983C162B56D3F6342C6F22339A34E0B5E138CEED2F7AACCBC"
