"RelPath","FullName","Extension","SizeBytes","LastWriteTime","TopLevel","SHA256","Category","CategoryLabel","EvidenceType","Model","Date","TestType","FailureMode","FailureExplanation","Description","Relevance","ExtractPath","FullIncludePath","Notes","Status"
"MUST_Review\important_2\Claude_SN_Companion.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Claude_SN_Companion.md",".md","8058","2025-08-18 01:27:54","important_2","BDE1960524EF05D8055C099D2B308158EE75AA1AA22FEB230E12BD5A0D106672","3","failed_attempts","analysis","Claude","","","nondecreasing_measure; proof_obligation_stuck","Duplicate of FRV2-0160.","Duplicate content.","Low","","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\full_includes\2026-01-29__Claude_SN_Companion__full__001.md","Duplicate of FRV2-0160.","duplicate"
"MUST_Review\important_2\commnets_summary.md","C:\Users\Moses\OpComp\MUST_Review\important_2\commnets_summary.md",".md","14182","2025-08-18 07:39:47","important_2","33B33092EB4B1A6E23A31B9C98412769FB53E634D7EEF96E6BA18049EB291DDB","4","misc","analysis","","","summary","","Summary of comments and suggestions; not a proof artifact.","Aggregates critiques, conjecture refinements, and paper framing actions.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__commnets_summary__summary__001.md","","","complete"
"MUST_Review\important_2\Confluence_Safe.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Confluence_Safe.md",".md","6854","2025-08-18 19:40:34","important_2","960645EEC76D57B19FB98F34F500D89FDB3C4C7A0823BFF640C8EC8CE42F0E0C","3","failed_attempts","analysis","","","confluence_checklist","proof_obligation_stuck; nonconvergence","Checklist shows local confluence blocked by eqW a a peak under SafeStep.","Root-peak P1 (eqW a a) remains open; SafeStep confluence incomplete.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Confluence_Safe__analysis__001.md","","","complete"
"MUST_Review\important_2\DualLex_Counterexample copy 2.md","C:\Users\Moses\OpComp\MUST_Review\important_2\DualLex_Counterexample copy 2.md",".md","1070","2025-08-18 19:24:04","important_2","8FADDFDC503091CE7CB0526160C98598AD110414924C251B9B20C8BC6652BDE9","3","failed_attempts","analysis","","","counterexample","nondecreasing_measure","Duplicate of FRV2-0245.","Duplicate content.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__DualLex_Counterexample__analysis__001.md","","Duplicate of FRV2-0245.","duplicate"
"MUST_Review\important_2\DualLex_Counterexample copy.md","C:\Users\Moses\OpComp\MUST_Review\important_2\DualLex_Counterexample copy.md",".md","1070","2025-08-18 19:24:04","important_2","8FADDFDC503091CE7CB0526160C98598AD110414924C251B9B20C8BC6652BDE9","3","failed_attempts","analysis","","","counterexample","nondecreasing_measure","Duplicate of FRV2-0245.","Duplicate content.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__DualLex_Counterexample__analysis__001.md","","Duplicate of FRV2-0245.","duplicate"
"MUST_Review\important_2\DualLex_Counterexample.md","C:\Users\Moses\OpComp\MUST_Review\important_2\DualLex_Counterexample.md",".md","1070","2025-08-18 19:24:04","important_2","8FADDFDC503091CE7CB0526160C98598AD110414924C251B9B20C8BC6652BDE9","3","failed_attempts","analysis","","","counterexample","nondecreasing_measure","Duplicate of FRV2-0245.","Duplicate content.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__DualLex_Counterexample__analysis__001.md","","Duplicate of FRV2-0245.","duplicate"
"MUST_Review\important_2\Extracted_candidate_identifiers.csv","C:\Users\Moses\OpComp\MUST_Review\important_2\Extracted_candidate_identifiers.csv",".csv","6601","2025-08-19 09:23:34","important_2","A4AAA5FDCFF60F64D1D7C2DDF4B04696F52F9364894B3FB8D34D621E5B5993E7","4","misc","log","","","","","Identifier extraction log; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Extracted_candidate_identifiers__summary__001.md","","","complete"
"MUST_Review\important_2\EXTRACTED_ISSUES_REPORT.md","C:\Users\Moses\OpComp\MUST_Review\important_2\EXTRACTED_ISSUES_REPORT.md",".md","19338","2025-08-19 20:54:53","important_2","FCDFCD8D75C47B7C784442B5B528771907A9F85293623F159A64479192DEB43F","3","failed_attempts","report","","","","proof_obligation_stuck; nonconvergence","Failure catalog or commentary documenting incorrect assumptions or blockers.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__EXTRACTED_ISSUES_REPORT__summary__001.md","","","complete"
"MUST_Review\important_2\fails_central.md","C:\Users\Moses\OpComp\MUST_Review\important_2\fails_central.md",".md","7517","2025-08-18 19:26:13","important_2","4D2F02E085E5EA05E4E174D84FAE40915695F7E41DFC9676DC80DFB7D26E2BA6","3","failed_attempts","report","","","failure_catalog","unsupported_inference; nonconvergence; proof_obligation_stuck","Consolidated failure catalog with counterexamples to μ and κ bumps.","Documents rec_succ duplication barrier and κ+ k tie failures.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__fails_central__report__001.md","","","complete"
"MUST_Review\important_2\FailureReenactments.md","C:\Users\Moses\OpComp\MUST_Review\important_2\FailureReenactments.md",".md","2590","2025-09-01 21:32:15","important_2","5E298D6D52AF4D395B4C78CEE692D7599D6560A2F924204687EDC62359714497","3","failed_attempts","analysis","","","","unsupported_inference","Failure catalog or commentary documenting incorrect assumptions or blockers.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__FailureReenactments__summary__001.md","","","complete"
"MUST_Review\important_2\gemeni-fail-cursor.md","C:\Users\Moses\OpComp\MUST_Review\important_2\gemeni-fail-cursor.md",".md","30528","2025-10-28 18:31:07","important_2","F450C1188FC921E9F3DA00CB74385CFEF26B2AA1B6964DE5CC16473C55105F8F","3","failed_attempts","transcript","","","model_chat","unsupported_inference; constraint_violation","Cursor suggests ordinal measure proof without addressing operator-only constraints.","Proposes defining ordinal-valued measure for Trace and Step.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__gemeni_fail_cursor__transcript__001.md","","","complete"
"MUST_Review\important_2\gemini.md","C:\Users\Moses\OpComp\MUST_Review\important_2\gemini.md",".md","15196","2025-08-18 01:27:54","important_2","7741C3F292BDCE3B8CC01C920A9E88A8B8C0F05006C2CFC356AE5D3878BB0BAF","4","misc","guidance","gemini","","publication_plan","","Gemini master-plan memo with publication framing and section structure.","Narrative plan and recommended paper structure (genealogy of failures + SafeStep).","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__gemini__guidance__001.md","","","complete"
"MUST_Review\important_2\gemini_draft.tex","C:\Users\Moses\OpComp\MUST_Review\important_2\gemini_draft.tex",".tex","20901","2025-08-18 01:27:54","important_2","1506204D7A38CF0A05033951D87E0979BBEC418AC580F7A68DA676BCD245E1EC","4","misc","draft_paper","gemini_draft","","","","Draft paper text; not a proof artifact.","Draft narrative for KO7 operational incompleteness paper.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__gemini_draft__draft__001.md","","","complete"
"MUST_Review\important_2\GPT-5-decidability.md","C:\Users\Moses\OpComp\MUST_Review\important_2\GPT-5-decidability.md",".md","1731","2025-10-28 22:05:25","important_2","D555C70CA688DFD02B44D411FC629F4B098282575C255CE739EC000F409B11B5","3","failed_attempts","transcript","GPT-5-decidability","","model_chat","unsupported_inference","Model provides generic meta-logic answer without system-specific proof.","Explains self-referential decidability in Gödel/Turing terms.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__GPT_5_decidability__transcript__001.md","","","complete"
"MUST_Review\important_2\gpt-5-high-codex-10-27-25.md","C:\Users\Moses\OpComp\MUST_Review\important_2\gpt-5-high-codex-10-27-25.md",".md","11675","2025-10-28 03:15:37","important_2","38CAB3A9962FB833980F8C095181B35FBBC20D1BCD5983CB32A84EA6503CF89B","3","failed_attempts","transcript","gpt-5-high-codex-10-27-25","","model_chat","unsupported_inference; constraint_violation","Model recommends ordinal measures and fixes without proving constraints.","Suggests ordinal or lexicographic measures; flags encoding issues.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__gpt_5_high_codex_10_27_25__transcript__001.md","","","complete"
"MUST_Review\important_2\GPT-5-Pro.md","C:\Users\Moses\OpComp\MUST_Review\important_2\GPT-5-Pro.md",".md","36610","2025-08-18 01:27:54","important_2","2CC1DCF2833D2178BC911132E0BF5B45241295BE2C3CC52BB9F67BDF2C68605D","3","failed_attempts","analysis","GPT-5","","audit","unsupported_inference; invalid_rewrite; protocol_violation","Duplicate of FRV2-0181.","Duplicate content.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__GPT-5-Pro__analysis__002.md","","Duplicate of FRV2-0181.","duplicate"
"MUST_Review\important_2\Hybrid_Termination.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Hybrid_Termination.md",".md","2721","2025-08-18 19:40:34","important_2","0E11C233BFD80969B473577B77DE82D252C055015736892EA6CBDF40D0A2330F","3","failed_attempts","analysis","","","hybrid_measure","nonconvergence","Reports hybrid per-step decreases and safe subsets but no global measure.","Hybrid drop works per step; only SafeStep subsets are proven WF.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Hybrid_Termination__analysis__001.md","","","complete"
"MUST_Review\important_2\INDEX.md","C:\Users\Moses\OpComp\MUST_Review\important_2\INDEX.md",".md","454","2025-08-18 19:23:28","important_2","99763537187AA4300DC884E4751497523B631E16F792CEB566334F04D18E98CC","4","misc","index","","","","","Index of canonical submission markdown.","Points to Universal_Rules, Expanded_Ordinal_Toolkit, Termination_Consolidation.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__INDEX__index__001.md","","","complete"
"MUST_Review\important_2\ko7_snippets.txt","C:\Users\Moses\OpComp\MUST_Review\important_2\ko7_snippets.txt",".txt","68226","2025-08-19 09:28:23","important_2","22944CC09973602B0492A1163F53C7A9EC77386C10837AEAF57CE0E34068BCFA","4","misc","reference","","","","","Snippet collection; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__ko7_snippets__summary__001.md","","","complete"
"MUST_Review\important_2\math_docs.md","C:\Users\Moses\OpComp\MUST_Review\important_2\math_docs.md",".md","16190","2025-08-18 01:27:54","important_2","699B5EC35C5701875F3AA2B1607A63EAF302CFB5C829983EF52D02DFCDDB48BE","5","misc","documentation","","2025-08-10","metadata","unsupported_inference","Duplicate of FRV2-0188.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__math_docs__summary__001.md","","Duplicate of FRV2-0188.","duplicate"
"MUST_Review\important_2\O3-10-28-25.md","C:\Users\Moses\OpComp\MUST_Review\important_2\O3-10-28-25.md",".md","39215","2025-10-28 23:12:37","important_2","8F805966F804D91D7A28015A2BBB15B469A593A68A458E3DD716C95FD061BF12","3","failed_attempts","transcript","O3-10-28-25","","model_chat","unsupported_inference; constraint_violation","Model claims operator-only completeness using Nat/Lean setup advice.","Suggests combinatory logic and Lean Nat examples.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__O3_10_28_25__transcript__001.md","","","complete"
"MUST_Review\important_2\Operational_Incompleteness_Roadmap.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Operational_Incompleteness_Roadmap.md",".md","2491","2025-08-18 19:40:34","important_2","724BB3E79400B4512EBEF0AF2D5133E98AA99DEEA70B0B4354CACAD863B3DEFC","4","misc","roadmap","","","roadmap","","Execution roadmap for operational incompleteness conjecture.","Defines internal method class and steps for independence reduction.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Operational_Incompleteness_Roadmap__roadmap__001.md","","","complete"
"MUST_Review\important_2\OperatorKernelO6_Paper_Guide.md","C:\Users\Moses\OpComp\MUST_Review\important_2\OperatorKernelO6_Paper_Guide.md",".md","3670","2025-08-18 19:40:34","important_2","F6BAE586492FFB72D0BE8853571EB63332632C8407DAD74C05A7438FB9341F6F","4","misc","guide","","","","","Guide/notes for writing; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__OperatorKernelO6_Paper_Guide__summary__001.md","","","complete"
"MUST_Review\important_2\paper_code_xref.md","C:\Users\Moses\OpComp\MUST_Review\important_2\paper_code_xref.md",".md","1788","2025-08-18 19:40:34","important_2","5A679C49AF695DB73ABC33672AE5B790346B2863A6CB58FED2F70912379506A8","4","misc","index","","","","","Index or cross-reference map; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__paper_code_xref__summary__001.md","","","complete"
"MUST_Review\important_2\Patch2025_08_10.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Patch2025_08_10.md",".md","2333","2025-08-18 01:27:54","important_2","F5F792B6E72996883416D68E00606C8AB0354D99CED2C3EECF9091C57A586833","4","misc","code","AI","2025-08-14","","","Duplicate of FRV2-0080.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Patch2025_08_10__code__001.md","","Duplicate of FRV2-0080.","duplicate"
"MUST_Review\important_2\PredictionRoadmap.md","C:\Users\Moses\OpComp\MUST_Review\important_2\PredictionRoadmap.md",".md","3930","2025-09-01 20:15:39","important_2","A09CA7BE586F398B22B22983C271EA7CA8743525BD388B1F2471E2E54865F48C","4","misc","roadmap","","","","","Planning roadmap; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__PredictionRoadmap__summary__001.md","","","complete"
"MUST_Review\important_2\problems.md","C:\Users\Moses\OpComp\MUST_Review\important_2\problems.md",".md","15311","2025-08-19 07:17:13","important_2","B4FB3EF3D434E00A11F186F154548B71C28E4B66FC613A524088DCEDE089DC38","3","failed_attempts","analysis","","","","nonconvergence","Failure catalog or commentary documenting incorrect assumptions or blockers.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__problems__summary__001.md","","","complete"
"MUST_Review\important_2\Rahnama_KO7_margin_notes.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Rahnama_KO7_margin_notes.md",".md","2202","2025-08-19 09:26:32","important_2","645E5634F9BE6B1DDA293C66A413E40A1EDD4CA18A5930B4EB9A553BB60911EC","4","misc","reference","","","","","Author notes/tables; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Rahnama_KO7_margin_notes__summary__001.md","","","complete"
"MUST_Review\important_2\Rahnama_KO7_tables_revised.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Rahnama_KO7_tables_revised.md",".md","2239","2025-08-19 09:26:34","important_2","E8E2E171A5DA4ECC05E3010428EBE63967F592F0F72B9D0A9751B3A950561F44","4","misc","reference","","","","","Author notes/tables; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Rahnama_KO7_tables_revised__summary__001.md","","","complete"
"MUST_Review\important_2\research.md","C:\Users\Moses\OpComp\MUST_Review\important_2\research.md",".md","111936","2025-08-19 04:16:43","important_2","C5B32A19D8B17C9EA4F89E7DDA9A03DB1DBEC8E23A56B0B5D197BDB852CF8250","4","misc","reference","","","","","Compiled research notes; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__research__summary__001.md","","","complete"
"MUST_Review\important_2\Session5__identifiers_skim.csv","C:\Users\Moses\OpComp\MUST_Review\important_2\Session5__identifiers_skim.csv",".csv","9702","2025-08-19 17:31:20","important_2","F8E6F4F8B8E79B4778B57978BE15F80866C7F46D2D5F0B2D56D6D51FC2C43E0A","4","misc","log","","","","","Identifier extraction log; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Session5_identifiers_skim__summary__001.md","","","complete"
"MUST_Review\important_2\SN_Notes.md","C:\Users\Moses\OpComp\MUST_Review\important_2\SN_Notes.md",".md","46178","2025-08-18 01:27:54","important_2","C398C9A6CC524D9A22B9AC5461C75D583DAA9F83E768849060015AABF78B1E86","3","failed_attempts","analysis","AI #1/AI #2","","","inconsistency; case_split_omission; nonconvergence","Duplicate of FRV2-0084.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__SN_Notes__failed_attempts__001.md","","Duplicate of FRV2-0084.","duplicate"
"MUST_Review\important_2\solutions.md","C:\Users\Moses\OpComp\MUST_Review\important_2\solutions.md",".md","9084","2025-08-19 07:20:28","important_2","284269827211DFCAA44A75B4B83CEA6AA1BEA57ECAD98DDD90356BBB3519A753","3","failed_attempts","analysis","","","","unsupported_inference","Failure catalog or commentary documenting incorrect assumptions or blockers.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__solutions__summary__001.md","","","complete"
"MUST_Review\important_2\WrongPredictions.md","C:\Users\Moses\OpComp\MUST_Review\important_2\WrongPredictions.md",".md","7099","2025-09-02 02:31:33","important_2","D9F86BA2A2E3C6FE45C850C941386B103117C3AE55D7137C0127A2F50DCF4376","3","failed_attempts","analysis","","","","unsupported_inference","Failure catalog or commentary documenting incorrect assumptions or blockers.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__WrongPredictions__summary__001.md","","","complete"
"MUST_Review\important_2\archive\comments1.md","C:\Users\Moses\OpComp\MUST_Review\important_2\archive\comments1.md",".md","131867","2025-08-18 07:39:47","important_2","4F0ED675C8E02487AB2C4DCFA910BD8729F1C1F0262CB07C7C0653C1424133F7","3","failed_attempts","analysis","","","","unsupported_inference","Failure catalog or commentary documenting incorrect assumptions or blockers.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__comments1__summary__001.md","","","complete"
"MUST_Review\important_2\archive\commnets_2.md","C:\Users\Moses\OpComp\MUST_Review\important_2\archive\commnets_2.md",".md","27343","2025-08-18 07:39:47","important_2","F62CEECC181317FB86A854DD30459EFA55DAC391B6ED5C9B91C7669475E0580E","3","failed_attempts","analysis","","","","unsupported_inference","Failure catalog or commentary documenting incorrect assumptions or blockers.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__commnets_2__summary__001.md","","","complete"
"MUST_Review\important_2\archive\commnets_3.md","C:\Users\Moses\OpComp\MUST_Review\important_2\archive\commnets_3.md",".md","29729","2025-08-18 07:39:47","important_2","F37E91B24A331298382DE627DE2614AFDD3950B36F037B9FE820084A34D21B44","3","failed_attempts","analysis","","","","unsupported_inference","Failure catalog or commentary documenting incorrect assumptions or blockers.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__commnets_3__summary__001.md","","","complete"
"MUST_Review\important_2\archive\deep_1.md","C:\Users\Moses\OpComp\MUST_Review\important_2\archive\deep_1.md",".md","10777","2025-08-19 03:19:08","important_2","77B3D3ACAC62D698ACDEA050F9C0AB7A7EC0F0A0BB77CF73EA5ED1EB560E936B","3","failed_attempts","analysis","","","","unsupported_inference","Failure catalog or commentary documenting incorrect assumptions or blockers.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__deep_1__summary__001.md","","","complete"
"MUST_Review\important_2\Research\Centralizing_Desktop_AI_Productivity.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\Centralizing_Desktop_AI_Productivity.md",".md","49389","2025-11-24 21:10:50","important_2","AC9030C0806E0CE9F6EE3C0C7DA07AF2E9B2A4CB8A74952CFA2E77D93DADC789","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Centralizing_Desktop_AI_Productivity__summary__001.md","","","complete"
"MUST_Review\important_2\Research\Critical_Review_of_the_Operator-Centric_Incompleteness_Project.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\Critical_Review_of_the_Operator-Centric_Incompleteness_Project.md",".md","52997","2025-11-24 21:10:50","important_2","5CE7A409D1A5826C94FFC10D358FE2081A356C51E73FED9BB8178919C32D0ABD","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Critical_Review_of_the_Operator_Centric_Incompleteness_Project__summary__001.md","","","complete"
"MUST_Review\important_2\Research\Decidability_and_Termination_Orders_in_Small-Term_Reachability_and_SN_Calculi.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\Decidability_and_Termination_Orders_in_Small-Term_Reachability_and_SN_Calculi.md",".md","56155","2025-11-24 21:10:50","important_2","28F7D90C0F08737872CD9AA7E368530CC04C06EE63F8DAF9C4A2EC487E5B7E57","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Decidability_and_Termination_Orders_in_Small_Term_Reachability_and_SN_Calculi__summary__001.md","","","complete"
"MUST_Review\important_2\Research\Evaluating_the_KO7_Operator-Only_Kernel_Novelty_Robustness_and_Appeal.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\Evaluating_the_KO7_Operator-Only_Kernel_Novelty_Robustness_and_Appeal.md",".md","51422","2025-11-24 21:10:50","important_2","20EE89E8EBEEE1F36D4994E1D5F5088FEF2FD9DD7F9E4EEC76DFE5E1FA898659","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Evaluating_the_KO7_Operator_Only_Kernel_Novelty_Robustness_and_Appeal__summary__001.md","","","complete"
"MUST_Review\important_2\Research\Fixed_Target_Reachability_Termination_Ordering_Robust_Under_Duplication.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\Fixed_Target_Reachability_Termination_Ordering_Robust_Under_Duplication.md",".md","56143","2025-11-24 21:10:50","important_2","FF9AD3EADA6EFE4277CD671E3CBACC82F8391935997DFDD4D97122DE18C20013","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Fixed_Target_Reachability_Termination_Ordering_Robust_Under_Duplication__summary__001.md","","","complete"
"MUST_Review\important_2\Research\Internal_Measure_Class_C(Σ)_and_Termination_Analysis.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\Internal_Measure_Class_C(Σ)_and_Termination_Analysis.md",".md","30095","2025-11-24 21:10:50","important_2","6B6AB67717B327FAB5F67605D589F2D5F800E03AC32E3BD9E697C78EA9C1F781","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Internal_Measure_Class_C_and_Termination_Analysis__summary__001.md","","","complete"
"MUST_Review\important_2\Research\KO7_Normalizer_Technical_Evaluation_and_Analysis.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\KO7_Normalizer_Technical_Evaluation_and_Analysis.md",".md","10357","2025-11-24 21:10:49","important_2","6E7BD484EDE33CDE23FAE3D9A5506785BAD9B58ED3E451C8B6CD5D3FBEB869A3","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__KO7_Normalizer_Technical_Evaluation_and_Analysis__summary__001.md","","","complete"
"MUST_Review\important_2\Research\KO7_Rewrite_Calculus_Fundamental_Limitations_of_Operator-Only_Systems.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\KO7_Rewrite_Calculus_Fundamental_Limitations_of_Operator-Only_Systems.md",".md","8704","2025-11-24 21:10:49","important_2","464F2867B22038A98E089F14BF3107E808B38B9F520E2242273688C2114C77F0","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__KO7_Rewrite_Calculus_Fundamental_Limitations_of_Operator_Only_Systems__summary__001.md","","","complete"
"MUST_Review\important_2\Research\Methodological_Overview_for_Strong_Normalization_Proof_(1).md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\Methodological_Overview_for_Strong_Normalization_Proof_(1).md",".md","17093","2025-11-24 21:10:49","important_2","D434184FA722840A3A3409293884CC7244571CDF21E9670140A846EE6A9932BE","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Methodological_Overview_for_Strong_Normalization_Proof_1__summary__001.md","","","complete"
"MUST_Review\important_2\Research\Model_and_reasoning_list.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\Model_and_reasoning_list.md",".md","10881","2025-11-24 21:10:50","important_2","F28C4E8250925D8F9B114B7D1A926B1057EEA040EC8FA57F91C47ECE2B7A7807","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Model_and_reasoning_list__summary__001.md","","","complete"
"MUST_Review\important_2\Research\Session_3_Independence_Witnesses_Goodstein_Hydra.md","C:\Users\Moses\OpComp\MUST_Review\important_2\Research\Session_3_Independence_Witnesses_Goodstein_Hydra.md",".md","32352","2025-11-24 21:10:50","important_2","C9629013BE87705A72F601268FDF6848C121F8C594F1290130F8481921535141","4","misc","reference","","","","","Background research memo; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Session_3_Independence_Witnesses_Goodstein_Hydra__summary__001.md","","","complete"
